toi,tic,cps_name,tic_jump,toi_jump,evol,source,disp,photo_vetting,spec_vetting,ao_vetting,ra,dec,tmag,tmag_err,vmag,jmag,nobs,last_observed,rms,errvel,template,nobs_goal,tottime,remaining_nobs,remaining_time,n_comments,last_comment,rs,rs_err,r_s,m_s,teff,teff_err,t_eff,logg,logg_err,feh,ast_det_c,current_sectors,ast_det_t,total_sectors,color,spectral_type,vsini,prot,sval,logrhk,jitter,activity,ruwe,rp,rp_err,mp,k,kerr,ksig,epoch,epoch_err,period,period_err,duration,duration_err,b_est,circ_dur,circ_dur_err,max_circ_dur,a_to_R,depth,depth_err,teq,sinc,SNR,dist,prv,ra_J2000,dec_J2000,tks_comments,toi_comments,comment_list,npl,in_other_programs,in_SC1A,in_SC1B,in_SC1C,in_SC1D,in_SC1E,in_SC2A,in_SC2Bi,in_SC2Bii,in_SC2C,in_SC3,in_SC4,in_TOA,in_TOB,SC3_bin_rank,TSM,priority
1717.01,149833117,-,-1,-1,MS,spoc,VPC-,-,-,-,104.6285,67.6773,9.523,0.006,9.875,9.054,0,-1,,,False,60,7.41,60,12.82507050991422,0,-1,1.36,0.06,1.36,1.37,6578.0,122.8,6578,4.31,0.09,,0.053,1,0.053,1,,-,,,,,,,0.97,13.93,0.62,317.83,103.41,0.46,225.8,1843.5473,0.0004,4.052173000000002,0.000117,2.62,0.02,0.6766,3.03,0.8,3.53,8.76,8564.57,162.93,1437.699847,1009.703608,51.37735,188.09,False,06 58 30.8,+67 40 38,-,star has pulsation pattern,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1718.01,257241363,-,-1,-1,MS,spoc,PC,-,-,-,112.0181,30.3224,8.256,0.006,8.96,7.579,0,-1,,,False,60,5.15,60,6.660480914967147,0,-1,0.94,0.06,0.94,0.93,5378.0,134.6,5378,4.46,0.08,,0.0528,1,0.0528,1,,-,,,,,,,0.9,4.04,0.48,15.38,5.82,0.5,11.71,1848.0271,0.0007,5.586947,0.00037200000000000004,2.93,0.11,0.3324,2.66,0.7,3.1,13.77,1855.09,44.72,937.525594,182.580139,31.366165000000002,52.3,False,07 28 04.4,+30 19 20,-,,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1720.01,356473034,XO-2N,356473034,1720,MS,spoc,KP,passed,known planet,-,117.027,50.2258,10.447000000000001,0.006,11.245999999999999,9.744,0,-1,,,False,60,15.28,60,20.81867858354904,0,-1,1.08,0.08,1.08,0.9,5267.0,152.7,5267,4.32,0.1,,0.0508,1,0.0508,1,,-,,,,,,,0.95,12.38,0.92,317.83,157.91,0.29,544.38,1843.2187,0.0004,2.6158259999999998,8.2e-05,2.65,0.04,0.3357,2.41,0.64,2.81,7.12,13160.51,148.81,1277.319667,629.0995839999998,84.67514,154.27,False,07 48 06.5,+50 13 32,"OoT=5.3sig (Tmag=10.4), dV=-0.1 sep=31.2"" S (XO-2 S)",XO-2 N b,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1721.01,51234631,XO-4,51234631,1721,SG,spoc,KP,passed,known planet,-,110.3882,58.2681,10.165,0.006,10.814,9.667,11,2674,,,True,60,13.02,49,16.4634243928149,1,313,1.62,0.09,1.62,1.24,6304.0,139.5,6304,4.11,0.09,-0.22,0.0541,1,0.0541,1,0.34,-,8.06,,0.128,-5.32,,,0.97,15.26,0.86,37342.36,12190.1,0.3,41145.26,1846.1302,0.0004,4.124878,0.00014199999999999998,4.43,0.04,-0.0168,3.77,1.0,4.4,7.17,8498.9,64.84,1523.658122,1273.711666,112.40956000000001,272.65,False,07 21 33.2,+58 16 05,"known hot jupiter, dV=1.4 sep=44.4"" SE, dV=4.7 sep=49.8"" SE, odd-even=2.5 sigma",XO-4 B,"No known trend circa 2014, would like to get 1-2 new epochs of data to follow up.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1722.01,85242435,T001722,85242435,1722,MS,spoc,PC,passed,passed,-,114.3453,61.1542,9.527000000000001,0.006,10.025,8.986,1,89,,,False,60,8.21,59,14.198227338934311,2,89,1.09,0.05,1.09,1.16,6137.0,125.2,6137,4.43,0.08,0.02,0.0516,1,0.0516,1,,G0,6.22,,0.18,-4.87,,,0.97,4.43,0.63,17.98,4.89,0.43,11.39,1844.1106,0.0017,9.606666,0.0013,3.93,0.23,0.1898,3.44,0.91,4.01,18.28,1588.43,102.01,928.6883939999999,175.792796,13.539359,136.42,False,07 37 22.9,+61 09 15,"OoT=4.8sig sep=12.3"" SE, dT=5.8 sep=5"" N, dV=6.3 sep=45.3"" E",Possible secondary ,"Passes spectroscopic vetting., Passes spectroscopic vetting.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,74.88226049103216,
1723.01,71431780,T001723,71431780,1723,MS,spoc,PC,passed,passed,-,116.7971,68.4766,9.099,0.006,9.664,8.478,1,89,,,False,20,6.46,19,1.38,2,89,1.09,0.05,1.09,1.03,5777.0,124.977,5777,4.38,0.073,0.12,0.0527,1,0.0538,2,,G5,1.62,,0.105,-5.5820000000000025,,,0.92,3.16,1.11,10.11,2.64,0.32,8.26,1852.7071,0.0029,13.716057000000001,0.004099,4.43,0.48,0.3229,4.0,1.06,4.67,22.44,820.24,60.29,788.987475,91.580168,13.512301999999998,100.73,False,07 47 11.3,+68 28 35,"OoT=2.2sig, dV=6.1 sep=56.2"" E",,"Passes spectroscopic vetting., Passes spectroscopic vetting.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,58.42112442501675,66.0
1725.01,86396382,-,-1,-1,SG,spoc,KP,-,-,-,97.6367,29.6723,11.097000000000001,0.013000000000000001,11.569,10.477,0,-1,,,False,60,17.27,60,20.6349377116342,0,-1,1.75,0.08,1.75,1.17,6154.0,105.682,6154,4.02,0.08,,0.0522,1,0.0522,1,,-,,,,,,,0.88,22.28,1.04,57396.66,29297.91,0.35,82568.9,1843.0052,0.0002,1.09141,1.6e-05,2.96,0.02,0.3027,2.66,0.7,3.1,2.69,15542.04,76.24,2428.556117,8220.790381,188.50305,427.25,False,06 30 32.8,+29 40 20,-,WASP-12b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1726.01,130181866,63433,130181866,1726,MS,spoc,P,passed,passed,-,117.4794,27.3632,6.268,0.006,6.92,5.624,3,75,,,False,100,5.15,97,8.233333333333333,14,5,0.9,0.05,0.9,1.01,5694.11,153.429,5694,4.5310000000000015,0.085,0.02,0.064,1,0.064,1,0.682,G5IV,6.56,,0.306,-4.527,5.01,672.14,1.0,2.16,0.66,5.3,1.75,0.35,4.95,1845.3728,0.0013,7.108153,0.000651,3.23,0.23,-0.2999,2.69,0.71,3.14,17.29,558.01,34.8,885.8980439999997,145.56466799999995,15.016905,22.4,True,07 49 55.1,+27 21 47,"OoT=3.1sig 7.9"" T=6.3, clear field",,"Likely member of the Ursa Major moving group.

Two TESS transiting planet candidates:
TOI-1726.01
P = 7.108153
Tc = 1845.372818
Rp = 2.16 Re
depth = 558 ppm

TOI-1726.02 (discovered by Mann/Newton)
P = 20.5459131
Tc = 1844.0577048
Rp = 2.64 Re
depth = 839 ppm, Likely member of the Ursa Major moving group.

Two TESS transiting planet candidates:
TOI-1726.01
P = 7.108153
Tc = 1845.372818
Rp = 2.16 Re
depth = 558 ppm

TOI-1726.02 (discovered by Mann/Newton)
P = 20.5459131
Tc = 1844.0577048
Rp = 2.64 Re
depth = 839 ppm, Young star (logR'HK = -4.5) with elevated Vsini (7 km/s)., Young star (logR'HK = -4.5) with elevated Vsini (7 km/s)., Greg Henry and I have 21 seasons of APT photometry of this star from our TESS-APT monitoring program. The magnetic cycle of the star is quite obvious! Are we contributing all of our data to the Andrew Mann paper?, Greg Henry and I have 21 seasons of APT photometry of this star from our TESS-APT monitoring program. The magnetic cycle of the star is quite obvious! Are we contributing all of our data to the Andrew Mann paper?, RM measurement taken in late March, night code buz.log, RM measurement taken in late March, night code buz.log, Special kludge for creating dsst in run j366. Should be removed from make_dsst.pro if new template is created., Special kludge for creating dsst in run j366. Should be removed from make_dsst.pro if new template is created., Velocities through 3/16 calculated using a HIRES template., Velocities through 3/16 calculated using a HIRES template., Junking bce.222 due to low SNR, Junking bce.222 due to low SNR",2,7,1,1,0,0,1,0,0,1,1,1,0,0,1,,,40.0
1726.02,130181866,63433,130181866,1726,MS,spoc,P,passed,passed,-,117.4794,27.3632,6.268,0.006,6.92,5.624,3,75,,,False,100,5.15,97,8.233333333333333,14,5,0.9,0.05,0.9,1.01,5694.11,153.429,5694,4.5310000000000015,0.085,0.02,0.064,1,0.064,1,0.682,G5IV,6.56,,0.306,-4.527,5.01,672.14,1.0,2.64,0.47,7.44,1.73,0.45,3.84,1844.0577,0.0011,20.545913,0.001474,4.03,0.19,0.4364,3.84,1.02,4.47,35.09,838.63,47.28,621.909976,35.353393,16.651692999999998,22.4,True,07 49 55.1,+27 21 47,"OoT=3.1sig 7.9"" T=6.3, clear field",multi,"Likely member of the Ursa Major moving group.

Two TESS transiting planet candidates:
TOI-1726.01
P = 7.108153
Tc = 1845.372818
Rp = 2.16 Re
depth = 558 ppm

TOI-1726.02 (discovered by Mann/Newton)
P = 20.5459131
Tc = 1844.0577048
Rp = 2.64 Re
depth = 839 ppm, Likely member of the Ursa Major moving group.

Two TESS transiting planet candidates:
TOI-1726.01
P = 7.108153
Tc = 1845.372818
Rp = 2.16 Re
depth = 558 ppm

TOI-1726.02 (discovered by Mann/Newton)
P = 20.5459131
Tc = 1844.0577048
Rp = 2.64 Re
depth = 839 ppm, Young star (logR'HK = -4.5) with elevated Vsini (7 km/s)., Young star (logR'HK = -4.5) with elevated Vsini (7 km/s)., Greg Henry and I have 21 seasons of APT photometry of this star from our TESS-APT monitoring program. The magnetic cycle of the star is quite obvious! Are we contributing all of our data to the Andrew Mann paper?, Greg Henry and I have 21 seasons of APT photometry of this star from our TESS-APT monitoring program. The magnetic cycle of the star is quite obvious! Are we contributing all of our data to the Andrew Mann paper?, RM measurement taken in late March, night code buz.log, RM measurement taken in late March, night code buz.log, Special kludge for creating dsst in run j366. Should be removed from make_dsst.pro if new template is created., Special kludge for creating dsst in run j366. Should be removed from make_dsst.pro if new template is created., Velocities through 3/16 calculated using a HIRES template., Velocities through 3/16 calculated using a HIRES template., Junking bce.222 due to low SNR, Junking bce.222 due to low SNR",2,7,1,1,0,0,1,0,0,1,1,1,0,0,1,,,40.0
1727.01,241225337,T001727,241225337,1727,MS,spoc,CPC,passed,passed,-,93.5585,53.1362,9.751,0.006999999999999999,10.312000000000001,9.096,1,89,,,False,60,10.09,59,17.899091340978266,2,88,0.99,0.05,0.99,0.98,5566.0,147.029,5566,4.44,0.077,0.22,0.0509,1,0.0509,1,,,4.67,,0.26,-4.678,,,0.97,2.27,3.34,5.79,3.06,0.51,6.05,1842.6397,0.0029,1.8327919999999998,0.000359,1.46,0.54,0.7503,1.89,0.5,2.21,6.34,502.11,68.58,1430.385408,989.31202,7.616198,115.36,False,06 14 14.0,+53 08 10,"OoT=2.5sig, SNR=7.9, dV=3.8 sep=25.8"" E, dV=6.3 sep=29.3"" S",,"Passes spectroscopic vetting., Passes spectroscopic vetting.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,61.93622203532711,91.0
1728.01,285048486,T001728,285048486,1728,MS,spoc,VPC+,passed,passed,-,120.6106,64.7969,10.792,0.006999999999999999,12.39,9.642000000000001,1,89,,,False,60,28.34,59,27.890135579697997,2,88,0.63,0.02,0.63,0.61,3907.0,157.0,3907,4.623,0.011000000000000001,0.04,0.05,1,0.05,1,,,3.67,,0.506,-5.002,,,1.16,4.7,0.36,19.86,11.59,0.43,26.68,1843.2749,0.0006,3.491567,0.00014099999999999998,1.89,0.08,0.3931,1.76,0.47,2.05,13.01,5520.48,110.44,700.851229,57.019625,36.222485,60.8,False,08 02 26.6,+64 47 48,"dV=2.5 sep=39.6"" SW",,"Passes spectroscopic vetting. Too cool for SpecMatch-Synth., Passes spectroscopic vetting. Too cool for SpecMatch-Synth.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,134.9152248876591,
1730.01,318022259,HIP34730,318022259,1730,MS,spoc,PC,passed,passed,-,107.8664,48.3304,10.36,0.006999999999999999,12.23,9.061,1,89,,,False,60,24.73,59,24.338064222316646,3,88,0.53,0.02,0.53,0.53,3691.0,157.0,3691,4.709,0.009000000000000001,-0.06,0.05,1,0.05,1,,-,3.23,,0.642,-5.165,,,1.06,2.3,1.14,5.9,3.14,0.52,6.01,1844.3812,0.002,6.222236,0.001142,2.26,0.47,-0.3371,1.88,0.5,2.2,21.64,1846.73,146.63,513.345186,16.411904,13.866651999999998,35.69,False,07 11 27.9,+48 19 49,"odd-even=4.6sig (see TOI comment), dV=2.8 sep=7.6"" NW, dV=1.7 sep=25.2"" SW",odd-even difference but three transit events might be due to  two different planets one at 12.4 days and the other at longer period ,"There are three stars closeby. They are all relatively bright by comparison, but we observed the brightest one to the north as j365.302. There is one ~8"" to the W and another ~20""ish to the SW.

Are we sure this is the one that has the transiting planet?, That's correct! See the comment in selected_TOIs about contaminants: ""dV=2.8 sep=7.6"" NW, dV=1.7 sep=25.2"" SW""., Passes spectroscopic vetting. Too cool for SpecMatch-Synth.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,79.04770689801602,
1730.02,318022259,HIP34730,318022259,1730,MS,spoc,PPC,passed,passed,-,107.8664,48.3304,10.36,0.006999999999999999,12.23,9.061,1,89,,,False,60,24.73,59,24.338064222316646,3,88,0.53,0.02,0.53,0.53,3691.0,157.0,3691,4.709,0.009000000000000001,-0.06,0.05,1,0.05,1,,-,3.23,,0.642,-5.165,,,1.06,1.44,2.04,2.67,2.02,0.3,6.78,1844.5798,0.0029,2.155669,0.000454,1.62,0.75,-0.6866,1.32,0.35,1.54,10.68,697.34,86.27,730.91063,67.449404,7.770726,35.69,False,07 11 27.9,+48 19 49,"odd-even=4.6sig (see TOI comment), dV=2.8 sep=7.6"" NW, dV=1.7 sep=25.2"" SW",second candidate in the system,"There are three stars closeby. They are all relatively bright by comparison, but we observed the brightest one to the north as j365.302. There is one ~8"" to the W and another ~20""ish to the SW.

Are we sure this is the one that has the transiting planet?, That's correct! See the comment in selected_TOIs about contaminants: ""dV=2.8 sep=7.6"" NW, dV=1.7 sep=25.2"" SW""., Passes spectroscopic vetting. Too cool for SpecMatch-Synth.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1731.01,371234684,HAT-P-9,371234684,1731,MS,spoc,KP,passed,known planet,-,110.1686,37.1407,11.795,0.006999999999999999,12.344000000000001,11.274000000000001,0,-1,,,False,60,27.25,60,27.24887170281812,0,-1,1.3,0.07,1.3,1.19,6193.0,137.44799999999998,6193,4.2860000000000005,0.091,,0.0504,1,0.0504,1,,-,,,,,,,1.09,15.14,0.85,37033.97,12599.59,0.48,26206.95,1842.8397,0.0007,3.923003,0.000196,3.3,0.05,0.3493,3.01,0.8,3.51,8.54,12793.14,186.76,1371.389535,835.919249,44.32523,455.2,False,07 20 40.5,+37 08 26,"dV=3.5 sep=31.7"" S, dV=3.4 sep=68.9"" N",HAT-P-9b,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1732.01,470987100,T001732,470987100,1732,MS,spoc,PC,passed,passed,-,111.8015,53.0451,11.327,0.006999999999999999,12.889000000000001,10.13,1,89,,,False,60,33.5,59,32.96666666666667,2,88,0.63,0.02,0.63,0.61,3876.0,157.0,3876,4.624,0.011000000000000001,0.17,0.05,1,0.05,1,,-,3.91,,0.5,-5.0,,,1.05,2.54,1.55,6.99,3.86,0.54,7.18,1843.2947,0.003,4.121356,0.000813,2.01,0.53,0.3813,1.86,0.49,2.17,14.54,1546.06,151.53,657.67733,44.215291,9.036864999999999,74.76,False,07 27 12.4,+53 02 42,"SNR=10.5, dV=3.6 sep=12.1"" NE, dV=3.1 sep=58.1"" SW, dV=2.4 sep=62.9"" E",,"Passes spectroscopic vetting. No Gaia RV., Passes spectroscopic vetting. No Gaia RV.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49.861923470991535,
1734.01,224596152,T001734,224596152,1734,MS,spoc,PC,passed,passed,-,254.5029,57.3055,10.270999999999999,0.006,10.899000000000001,9.67,1,75,,,False,60,13.43,59,20.68288333603344,2,69,0.99,0.05,0.99,1.03,5773.0,119.624,5773,4.462,0.075,0.01,0.0515,9,0.0518,12,,,1.68,,0.204,-4.788,,,1.02,2.5,0.72,6.81,1.39,0.5,2.76,1688.8616,0.0052,28.872259999999997,0.001696,4.96,0.51,0.4138,4.67,1.23,5.44,40.52,591.66,58.35,586.831061,28.023203000000002,10.344453,156.57,False,16 58 00.7,+57 18 19,"SNR = 10.1, Clear Field",S19 centroid offset towards nearby star ,"Passes vetting. I double checked the R'hk value and found R'hk = -4.976., Passes vetting. I double checked the R'hk value and found R'hk = -4.976.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1735.01,365673804,T001735,365673804,1735,MS,spoc,PC,passed,do observe,-,313.3387,64.2289,8.341000000000001,0.006,8.788,7.8610000000000015,0,-1,,,False,60,5.15,60,5.97768817131163,0,-1,1.26,0.05,1.26,1.3,6439.0,119.79799999999999,6439,4.351,0.085,-0.15,0.0673,4,0.0696,5,,F5,12.87,,,,,,1.05,2.37,1.3,6.23,1.53,0.22,7.05,1713.4531,0.0026,10.385193,0.000487,3.22,0.43,0.7151,3.92,1.04,4.57,17.36,336.43,25.48,999.862599,236.20130600000002,11.018409,99.45,False,20 53 21.3,+64 13 44,"Very crowded field; dV=8.6 sep=5.4'' N, dV=8.7 sep=9.8'' NE, dV=9.6 sep=14.9'' SW",Crowded field; possible secondary; scattered light,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1736.01,408618999,T001736,408618999,1736,SG,spoc,PC,passed,passed,-,43.435,69.1014,8.33,0.006,8.953,7.688,0,-1,,,False,60,5.15,60,6.630530337102081,2,17,1.41,0.07,1.41,1.0,5656.0,122.561,5656,4.141,0.079,-0.07,0.0815,2,0.0902,3,,G5,3.78,,,,,,0.94,3.7,0.25,13.25,4.41,0.37,11.98,1792.7881,0.0041,7.0741520000000016,0.00117,4.66,0.26,0.3195,4.21,1.11,4.91,11.02,476.81,29.31,1102.481091,349.144817,11.930829,88.95,False,02 53 44.4,+69 06 05,dT = 9.2 sep = 16.7'',centroid in S19 is near another star but on target in S18,"Spectroscopic vetting looks clean., Spectroscopic vetting looks clean.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,86.14251492692374,
1737.01,233009109,-,-1,-1,MS,spoc,PC,-,-,-,248.2529,72.9258,8.575,0.006,8.963,8.133,0,-1,,,False,60,5.15,60,6.673376106785918,0,-1,1.95,0.08,1.95,1.41,6669.0,127.5,6669,4.01,0.09,,0.122,9,0.1376,12,,-,,,,,,,0.98,3.16,1.7,10.13,2.12,0.29,7.22,1717.0062,0.0044,14.446534,0.000906,6.05,0.71,0.6151,6.58,1.74,7.68,14.38,250.65,25.29,1137.902999,396.22508700000003,8.502049000000001,177.63,False,16 33 00.7,+72 55 32,-,potential L1 candidate; low snr,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1739.01,159418353,T001739,159418353,1739,MS,spoc,VPC?,passed,passed,-,240.1774,83.2582,9.812000000000001,0.006,10.692,8.982000000000003,1,75,,,False,60,12.46,59,20.800941907237416,2,69,0.78,0.05,0.78,0.78,4814.0,124.993,4814,4.545,0.094,0.18,0.0504,4,0.0505,6,,,2.9,,0.431,,,,1.19,2.15,1.02,5.25,1.96,0.34,5.81,1685.2278,0.0023,8.303966,0.00020800000000000001,1.99,0.37,0.7677,2.67,0.71,3.12,20.36,657.69,69.09,690.358843,53.680997,7.309042,70.98,False,16 00 42.6,+83 15 29,"SNR=9.3, False Alarm 2.5e-10, clear field",,"Passes spectroscopic vetting., Passes spectroscopic vetting.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,90.0
1740.01,174041208,T001740,174041208,1740,MS,spoc,PC,passed,do observe,-,351.0176,43.3769,10.427,0.006,11.315,9.651,0,-1,,,False,60,15.68,60,20.77927587040576,0,-1,0.84,0.05,0.84,0.93,5366.0,157.99,5366,4.563,0.08199999999999999,,0.0502,2,0.0502,2,,,,,,,,,1.77,2.46,1.94,6.63,1.66,0.53,3.13,1741.0586,0.0049,19.428419,0.0037159999999999997,3.57,0.8,0.5115,3.58,0.95,4.18,35.55,850.41,108.73,582.317982,27.174515000000003,8.218374,114.05,False,23 24 04.2,+43 22 36,"SNR = 8.0, dV = 7.4, sep = 12.4''",period could be 2x,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1741.01,198206613,T001741,198206613,1741,MS,spoc,PC,passed,passed,-,247.0447,63.4986,10.578,0.006,11.794,9.506,1,75,,,False,60,18.83,59,20.18089479680384,2,69,0.61,0.05,0.61,0.68,4324.0,126.84299999999999,4324,4.697,0.105,-0.4,0.05,10,0.05,13,,,3.09,,0.439,,,,0.87,1.37,1.17,2.46,0.92,0.55,1.68,1692.3816,0.0047,10.941661,0.000627,2.69,0.47,0.29,2.4,0.64,2.8,29.81,479.43,54.72,512.393486,16.290537,7.9111910000000005,61.93,False,16 28 10.7,+63 29 54,"SNR=8.8, dV=6.3 sep=7"" N",scattered light; only S17 and S15 centroids are off,"SB2 plot is clean. No large RV variation in systemic RV. Passes vetting. 
One concern: Error on Gaia RV is a bit large., SB2 plot is clean. No large RV variation in systemic RV. Passes vetting. 
One concern: Error on Gaia RV is a bit large.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1742.01,219857012,156141,219857012,1742,MS,spoc,PC,passed,passed,-,257.3285,71.8764,8.286,0.006,8.863,7.646,1,75,,,False,20,5.15,19,0.991,1,69,1.16,0.06,1.16,1.02,5707.0,124.634,5707,4.319,0.077,0.18,0.0782,9,0.0835,12,,-,2.37,,0.12300000000000001,-5.309,,,1.0,2.2,1.02,5.46,1.24,0.43,2.86,1725.3359,0.0035,21.272109,0.001143,6.24,0.55,-1.739,4.96,1.31,5.79,28.08,353.41,23.81,696.775997,55.704942,14.539497,72.89,False,17 09 18.8,+71 52 35,"dT=8.7 sep=58"" W, Clear Field",S17 centroid offet caused by scattered light,passes vetting.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,53.0
1744.01,229455001,T001744,229455001,1744,MS,spoc,PC,passed,do observe,-,294.2911,60.8814,9.019,0.006,9.543,8.482000000000001,0,-1,,,False,60,5.99,60,9.973164672975434,2,17,1.14,0.05,1.14,1.18,6179.0,124.697,6179,4.397,0.083,-0.16,0.0598,9,0.0609,11,,F8,5.27,,,,,,1.06,4.33,6.45,17.31,3.52,0.29,12.34,1701.9292,0.0065,22.342014000000002,0.001736,3.53,0.46,0.7665,4.72,1.25,5.51,30.98,577.94,106.41,718.27838,62.906016,10.934745,114.39,False,19 37 09.9,+60 52 52,"v-shaped, b=0.99, dV=4.0 sep=4"" SW, dV=6.3 sep=6.3"" W. Crowded field and transit looks iffy but I guess ok? -Nh",,"Spectroscopic vetting is borderline and SNR is low for SM-Synth APF. Gaia RV and RV from SM-Synth APF disagree by ~7.5 sigma. I recommend observing again at higher SNR., Spectroscopic vetting is borderline and SNR is low for SM-Synth APF. Gaia RV and RV from SM-Synth APF disagree by ~7.5 sigma. I recommend observing again at higher SNR.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,65.54003035468405,
1747.01,233071822,T001747,233071822,1747,MS,spoc,PC,passed,passed,-,270.8066,60.6756,10.43,0.006,11.546,9.476,1,75,,,False,60,17.12,59,20.318629165787456,2,69,0.7,0.06,0.7,0.69,4435.0,120.68799999999999,4435,4.5889999999999995,0.098,0.04,0.0502,10,0.0502,12,,,3.27,,0.6709999999999999,-5.252000000000002,,,0.8,1.44,1.7,2.67,1.56,0.51,3.08,1684.973,0.0017,2.754667,5.9999999999999995e-05,0.85,0.15,0.9119,1.72,0.46,2.01,10.47,405.31,47.97,886.6224060000003,146.04134,7.659416999999999,70.13,False,18 03 13.6,+60 40 32,"SNR=8.6, dV = 9, sep=16.8'' NE",,"Passes spectroscopic vetting., Passes spectroscopic vetting.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1748.01,233071926,-,-1,-1,MS,spoc,PC,-,-,-,270.7392,60.4174,10.587,0.031,11.469000000000001,9.753,0,-1,,,False,60,16.62,60,20.691630877703,0,-1,0.77,0.05,0.77,0.8,4837.0,178.0,4875,4.5169999999999995,0.355,,0.0503,10,0.0503,12,,-,,,,,,,0.96,1.67,0.8,3.42,2.08,0.34,6.16,1684.234,0.0017,1.831811,4e-05,1.45,0.3,0.6185,1.58,0.42,1.84,7.6,383.82,39.28,1144.107591,404.937941,8.702283,101.08,False,18 02 57.4,+60 25 02,-,check TIC 233071927; minor flux depth aperture correlation; possibly stellar variability,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1750.01,237099296,T001750,237099296,1750,MS,spoc,PC,passed,passed,-,240.3014,68.9375,11.708,0.006,12.645,10.815,1,75,,,False,60,33.5,59,32.96666666666667,2,69,0.77,0.05,0.77,0.77,4765.0,123.90299999999999,4765,4.551,0.09300000000000001,-0.07,0.0501,9,0.0501,12,,-,2.34,,0.17,,,,1.15,2.52,2.41,6.92,2.35,0.48,4.86,1688.8265,0.0049,11.337809,0.000607,2.92,0.67,0.5166,2.93,0.78,3.42,25.3,1093.98,113.77,612.9070009999998,33.350268,7.858006,162.46,False,16 01 12.3,+68 56 14,"SNR=9.7, clear field",,"Passes spectroscopic vetting (I think). Needs telluric RV., Passes spectroscopic vetting (I think). Needs telluric RV.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1751.01,287080092,146757,287080092,1751,MS,spoc,PC,passed,passed,-,243.4888,63.5343,8.806000000000003,0.006,9.327,8.251,1,75,,,False,60,5.27,59,8.397716485255932,1,69,1.27,0.06,1.27,1.15,6114.0,122.03,6114,4.293,0.084,-0.48,0.0719,9,0.0759,12,,-,2.14,,0.10099999999999999,,,,0.97,2.81,0.58,8.3,1.44,0.31,4.61,1733.6294,0.0043,37.473479,0.0032890000000000003,7.59,0.44,-0.3926,6.3,1.67,7.35,38.96,466.13,32.24,633.735864,38.12011,12.056560000000001,113.34,False,16 13 57.3,+63 32 03,clear field,,Passes spectroscopic vetting.,1,4,0,1,0,0,1,1,0,0,0,1,0,0,0,,,60.0
1753.01,289580577,T001753,289580577,1753,MS,spoc,PC,passed,passed,-,252.4698,61.1735,11.208,0.006,11.831,10.552999999999999,1,75,,,False,60,19.1,59,20.160434523493496,2,69,0.96,0.05,0.96,1.01,5700.0,130.299,5700,4.481,0.08,-0.02,0.0505,9,0.0506,12,,,1.25,,0.146,-5.115,,,0.88,2.96,0.29,9.08,3.28,0.54,6.11,1684.5038,0.0047,5.384942,0.000277,3.13,0.32,-0.3567,2.6,0.69,3.04,13.55,696.73,63.12,1001.73674,237.97723399999998,9.801435000000001,226.67,False,16 49 52.8,+61 10 24,dV=4.6 sep=25'' NE,,"Passes vetting. Systemic RV change is within limits. No SB2., Passes vetting. Systemic RV change is within limits. No SB2.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
